"zip_code","population","foreign_born_pct","foreign_born","median_household_income","median_home_price","population_density","land_area","median_age","white","black","hispanic","asian","native_american","male_pct","female_pct","cost_of_living_index","poverty","bachelors_degree","graduate_degree","hs_diploma","mean_travel_to_work","household_size","transport_carpool","transport_bus_trolley","transport_auto_alone"
"78237","38,154","16.5%","6,304","$28,689","$64,708","5,176","7.4","34.3","770","746","35,179","28","59","48.6%","51.4%","86.6","29.5%","3.8%","0.8%","53.9%","26.7","3.4","15.5%","4.9%","75.0%"
"78238","25,605","14.5%","3,707","$46,921","$127,639","2,665","9.6","35.6","5,122","1,231","16,098","598","46","46.7%","53.3%","87.6","12.4%","20.3%","6.1%","85.5%","26.1","2.8","16.3%","4.4%","74.4%"
"78239","28,741","11.3%","3,238","$61,011","$131,635","4,330","6.6","37.9","10,359","5,141","11,676","816","84","48.8%","51.2%","87.9","11.3%","21.4%","8.5%","88.0%","24.8","3.0","11.2%","3.7%","79.9%"
"78240","59,123","20.0%","11,810","$52,963","$166,375","5,225","11.3","31.5","18,086","3,236","24,358","4,177","125","49.8%","50.2%","88.3","13.4%","41.0%","14.3%","93.3%","22.5","2.4","8.7%","2.5%","81.6%"
"78241",,,,,,,,,,,,,,,,,,,,,,,,,
"78242","33,576","22.0%","7,386","$39,743","$77,472","4,298","7.8","28.2","2,803","878","27,266","176","34","48.5%","51.5%","86.5","25.2%","7.3%","1.4%","62.2%","28.0","3.7","16.3%","2.1%","78.4%"
"78243","387","17.4%","67",,,"790","0.5","21.6",,,,,,"90.3%","9.7%","79.5",,"37.2%","0.0%","100.4%",,,"4.6%","Means of transportation to work - Bus or trolley bus (%","33.2%"
"78244","31,078","12.5%","3,893","$64,956","$121,424","3,330","9.3","32.2","6,286","8,756","13,952","847","87","47.8%","52.2%","87.6","12.6%","20.2%","6.8%","87.5%","26.1","3.4","15.5%","1.1%","79.2%"
"78245","69,244","10.9%","7,522","$63,131","$138,849","2,084","33.2","29.5","11,542","4,890","37,559","1,174","138","48.5%","51.5%","87.7","13.0%","20.1%","6.9%","86.7%","29.1","3.4","13.4%","1.1%","80.1%"
"78246",,,,,,,,,,,,,,,,,,,,,,,,,
"78247","52,775","7.5%","3,957","$73,551","$173,701","3,215","16.4","36.0","24,654","2,862","19,116","1,357","129","48.2%","51.8%","88.2","7.1%","31.0%","9.5%","94.2%","23.2","2.9","7.1%","1.6%","85.7%"
"78248","14,420","10.6%","1,531","$105,057","$319,986","3,679","3.9","44.9","9,320","234","3,401","480","24","46.6%","53.4%","89.1","3.1%","63.0%","27.9%","100.2%","24.0","2.6","4.0%","0.6%","84.1%"
"78249","55,460","14.4%","7,980","$66,174","$187,796","3,733","14.9","28.7","21,384","2,739","21,356","3,167","99","50.2%","49.8%","88.6","17.0%","47.8%","17.0%","95.8%","23.0","2.8","8.8%","0.7%","81.3%"
"78250","60,704","10.8%","6,586","$67,512","$142,845","6,321","9.6","33.7","16,995","2,976","32,480","1,234","152","48.8%","51.2%","87.7","9.7%","27.1%","8.4%","92.1%","28.3","3.2","9.7%","1.2%","84.1%"
"78251","58,271","11.5%","6,684","$68,659","$167,818","3,842","15.2","31.7","12,471","4,612","29,491","1,480","106","49.5%","50.5%","87.9","8.4%","30.7%","11.0%","92.5%","25.3","3.0","11.6%","1.1%","82.2%"
"78252","9,974","12.3%","1,228","$59,059","$126,197","288","34.6","30.7","1,346","602","5,290","55","6","60.3%","39.7%","88.0","7.9%","10.5%","2.2%","71.4%","27.4","3.6","11.9%","Means of transportation to work - Bus or trolley bus (%","84.6%"
"78253","39,504","9.0%","3,547","$95,419","$236,632","727","54.3","32.7","11,866","2,412","12,961","865","113","48.6%","51.4%","89.2","5.6%","42.4%","16.9%","94.7%","32.7","3.3","10.7%","0.1%","83.3%"
"78254","52,911","9.5%","5,015","$80,743","$181,581","1,955","27.1","31.4","17,006","2,417","23,173","1,159","86","47.7%","52.3%","88.4","6.5%","37.1%","11.7%","93.9%","28.8","3.3","10.0%","0.3%","82.7%"
"78255","14,063","13.5%","1,903","$126,122","$322,650","768","18.3","38.1","6,327","207","3,562","511","22","49.5%","50.5%","89.9","6.2%","59.3%","25.1%","98.6%","29.6","3.2","6.0%","0.1%","84.7%"
"78256","9,903","19.7%","1,952","$76,467","$452,953","1,140","8.7","27.4","3,410","369","2,105","793","19","49.4%","50.6%","92.5","21.7%","65.6%","27.5%","97.9%","21.8","2.8","7.5%","4.5%","68.6%"
"78257","5,230","13.7%","717","$133,625","$680,152","134","38.9","40.8","2,292","54","1,410","130","5","50.5%","49.5%","91.1","6.4%","63.4%","33.6%","97.7%","22.4","2.7","3.5%","0.8%","82.1%"
"78258","46,406","16.6%","7,695","$106,924","$325,092","2,923","15.9","35.5","22,733","1,670","12,211","3,031","76","49.1%","50.9%","89.9","3.5%","63.4%","23.9%","99.4%","27.7","2.9","6.7%","0.1%","82.3%"
"78259","25,981","10.8%","2,810","$95,776","$256,944","1,887","13.8","34.6","13,267","955","6,622","1,263","54","49.6%","50.4%","89.0","4.5%","53.9%","21.4%","98.0%","30.0","3.0","9.4%","0.3%","82.9%"
"78260","28,729","12.6%","3,630","$116,912","$322,428","1,296","22.2","35.8","15,134","857","7,294","986","75","49.8%","50.2%","90.3","5.0%","55.3%","20.4%","96.9%","31.5","3.3","6.0%","0.2%","83.2%"
"78261","16,038","11.5%","1,841","$105,193","$291,240","537","29.9","34.6","7,661","741","4,152","595","17","50.4%","49.6%","90.0","3.3%","53.0%","21.9%","98.3%","32.5","3.1","6.9%","0.2%","84.6%"
"78263","4,856","5.6%","272","$71,544","$189,461","133","36.6","38.1","2,932","246","1,423","36","8","46.8%","53.2%","80.9","6.0%","16.7%","5.8%","90.0%","30.9","3.0","11.4%","Means of transportation to work - Bus or trolley bus (%","84.3%"
"78264","10,301","12.0%","1,232","$51,736","$89,015","156","66.0","32.9","2,932","126","9,087","94","28","49.3%","50.7%","79.7","17.9%","9.9%","2.4%","72.1%","38.4","3.5","14.3%","0.6%","73.5%"
"78265",,,,,,,,,,,,,,,,,,,,,,,,,
"78268",,,,,,,,,,,,,,,,,,,,,,,,,
"78269",,,,,,,,,,,,,,,,,,,,,,,,,
"78270",,,,,,,,,,,,,,,,,,,,,,,,,
"78278",,,,,,,,,,,,,,,,,,,,,,,,,
"78279",,,,,,,,,,,,,,,,,,,,,,,,,
"78280",,,,,,,,,,,,,,,,,,,,,,,,,
"78283",,,,,,,,,,,,,,,,,,,,,,,,,
"78284",,,,,,,,,,,,,,,,,,,,,,,,,
"78285",,,,,,,,,,,,,,,,,,,,,,,,,
"78288",,,,,,,,,,,,,,,,,,,,,,,,,
"78289",,,,,,,,,,,,,,,,,,,,,,,,,
"78291",,,,,,,,,,,,,,,,,,,,,,,,,
"78292",,,,,,,,,,,,,,,,,,,,,,,,,
"78293",,,,,,,,,,,,,,,,,,,,,,,,,
"78294",,,,,,,,,,,,,,,,,,,,,,,,,
"78295",,,,,,,,,,,,,,,,,,,,,,,,,
"78296",,,,,,,,,,,,,,,,,,,,,,,,,
"78297",,,,,,,,,,,,,,,,,,,,,,,,,
"78298",,,,,,,,,,,,,,,,,,,,,,,,,
"78299",,,,,,,,,,,,,,,,,,,,,,,,,
