"zip_code","population","foreign_born_pct","foreign_born","median_household_income","median_home_price","population_density","land_area","median_age","white","black","hispanic","asian","native_american","male_pct","female_pct","cost_of_living_index","poverty","bachelors_degree","graduate_degree","hs_diploma","mean_travel_to_work","household_size","transport_carpool","transport_bus_trolley","transport_auto_alone"
"33073","32,478","31.0%","10,070","$71,580","$295,901","3,819","8.5","35.2","15,990","3,790","6,815","1,441","27","47.6%","52.4%","114.3","8.5%","35.7%","10.4%","95.2%","26.5","3.0","12.0%","1.1%","80.0%"
"33076","33,542","23.8%","7,986","$119,843","$484,142","2,712","12.4","40.1","19,747","2,503","4,685","2,144","35","50.8%","49.2%","117.9","4.7%","55.8%","20.2%","98.1%","29.3","3.2","7.2%","Means of transportation to work - Bus or trolley bus (%","81.0%"
"33301","13,759","16.7%","2,298","$83,319","$529,537","5,485","2.5","43.0","11,205","1,294","1,617","258","14","56.2%","43.8%","118.3","9.5%","64.3%","26.7%","97.5%","26.3","1.8","3.3%","1.0%","74.7%"
"33304","19,122","26.9%","5,137","$49,460","$371,264","6,006","3.2","40.6","11,337","3,278","2,302","374","50","57.2%","42.8%","117.6","17.6%","45.9%","17.4%","94.0%","25.6","1.9","5.6%","4.2%","76.2%"
"33305","12,430","17.6%","2,191","$57,566","$384,694","5,647","2.2","50.9","9,530","657","1,373","223","25","61.0%","39.0%","116.5","10.9%","50.5%","18.2%","97.8%","26.0","1.8","6.4%","0.9%","75.3%"
"33306","3,313","18.3%","606","$78,949","$500,679","3,916","0.8","51.3","2,894","77","325","54","3","54.1%","45.9%","115.2","7.3%","48.1%","22.8%","100.5%","19.9","2.0","4.2%","0.4%","80.5%"
"33308","28,057","20.7%","5,800","$63,094","$382,585","6,169","4.5","56.7","23,998","524","2,844","457","38","50.0%","50.0%","115.9","7.6%","48.7%","19.4%","95.3%","24.6","1.8","6.7%","0.7%","72.8%"
"33309","38,480","39.4%","15,158","$50,333","$167,152","4,027","9.6","38.7","12,233","13,941","6,173","577","59","50.5%","49.5%","111.6","18.7%","23.8%","7.7%","81.4%","26.6","3.0","13.7%","4.8%","72.9%"
"33311","69,648","24.7%","17,214","$33,062","$128,638","6,731","10.3","36.0","5,906","53,280","2,920","403","98","47.9%","52.1%","111.7","28.9%","12.0%","3.8%","73.2%","28.6","3.2","12.2%","10.7%","69.1%"
"33312","55,498","30.3%","16,789","$54,353","$216,099","4,865","11.4","37.2","20,949","15,479","10,923","883","121","52.6%","47.4%","112.7","18.2%","27.1%","8.6%","84.0%","26.8","3.0","11.4%","4.8%","74.0%"
"33313","61,993","40.0%","24,819","$36,345","$102,334","9,530","6.5","33.6","6,376","42,866","4,322","813","149","46.7%","53.3%","110.1","24.9%","15.0%","5.7%","80.3%","30.3","3.1","8.8%","9.7%","74.1%"
"33314","24,108","32.2%","7,770","$40,290","$156,608","2,901","8.3","34.7","10,723","2,388","7,344","906","67","53.5%","46.5%","112.6","21.3%","23.3%","4.2%","86.0%","26.2","2.8","7.7%","1.5%","83.8%"
"33315","13,658","24.9%","3,406","$57,640","$241,072","2,609","5.2","42.7","7,942","939","2,774","236","32","51.5%","48.5%","113.0","17.9%","35.0%","10.4%","88.6%","24.5","2.2","10.8%","2.3%","72.0%"
"33316","10,158","21.5%","2,179","$54,919","$577,152","2,006","5.1","51.6","7,983","437","1,280","217","18","57.0%","43.0%","121.9","14.7%","45.4%","19.7%","91.5%","25.9","1.9","4.3%","2.1%","69.3%"
"33317","37,328","30.1%","11,229","$66,604","$280,585","3,899","9.6","39.8","16,117","7,844","9,381","1,128","47","49.8%","50.2%","113.1","13.4%","35.2%","11.9%","88.1%","27.2","3.0","12.2%","2.4%","76.5%"
"33319","47,867","48.1%","23,000","$43,242","$104,442","6,865","7.0","42.8","11,765","23,921","6,379","1,078","73","42.9%","57.1%","110.0","13.5%","22.3%","7.5%","83.7%","29.8","2.6","8.9%","5.2%","80.2%"
"33321","47,713","34.5%","16,460","$46,322","$149,283","5,783","8.2","47.8","23,185","7,721","11,375","1,104","49","46.3%","53.7%","111.9","10.6%","29.4%","9.2%","91.2%","30.0","2.3","7.2%","2.9%","82.8%"
"33322","39,555","34.9%","13,802","$48,356","$136,519","6,925","5.7","49.3","19,948","6,960","8,663","1,348","44","44.7%","55.3%","112.1","11.5%","30.9%","11.7%","90.4%","27.5","2.4","6.6%","1.1%","84.9%"
"33323","20,281","28.0%","5,679","$86,085","$281,695","3,074","6.6","38.3","9,359","2,852","5,233","938","38","45.8%","54.2%","113.8","5.1%","36.8%","13.5%","93.0%","27.3","3.1","8.1%","0.7%","84.8%"
"33324","46,780","29.7%","13,886","$63,624","$202,558","5,092","9.2","39.4","25,187","4,906","10,049","1,753","79","47.9%","52.1%","112.7","8.6%","43.5%","17.2%","95.9%","26.9","2.5","7.7%","0.3%","82.4%"
"33325","30,046","27.6%","8,297","$80,064","$261,827","3,139","9.6","38.1","15,539","1,776","8,803","822","59","48.3%","51.7%","112.7","9.0%","36.9%","14.2%","90.3%","27.4","3.2","7.9%","0.7%","84.8%"
"33326","34,039","42.8%","14,564","$84,594","$356,613","3,586","9.5","39.3","14,500","1,166","13,757","1,242","28","46.1%","53.9%","115.2","7.8%","52.0%","19.9%","96.2%","28.8","3.1","8.8%","0.5%","79.6%"
"33327","24,237","46.4%","11,248","$110,493","$498,460","2,167","11.2","38.3","9,886","877","10,640","942","17","49.5%","50.5%","119.2","8.9%","64.1%","24.4%","99.3%","31.3","3.6","8.1%","0.4%","78.0%"
"33328","29,652","21.5%","6,385","$85,768","$336,524","3,154","9.4","38.4","18,539","1,334","5,657","1,292","75","48.2%","51.8%","113.2","7.4%","43.9%","17.4%","95.7%","27.0","2.9","5.4%","1.0%","84.4%"
"33330","14,519","24.8%","3,599","$105,659","$515,108","1,415","10.3","44.6","8,523","851","3,560","812","38","47.9%","52.1%","118.4","4.7%","47.0%","20.9%","95.7%","26.6","3.2","9.7%","0.4%","80.5%"
"33331","24,497","38.4%","9,395","$101,431","$462,943","1,966","12.5","41.1","11,533","1,286","8,630","1,177","36","48.7%","51.3%","117.3","4.1%","53.3%","22.7%","97.2%","32.8","3.3","10.3%","0.1%","79.2%"
"33332","11,512","35.1%","4,042","$126,969","$593,246","375","30.7","39.0","5,075","905","4,379","614","19","49.6%","50.4%","119.1","5.0%","56.3%","27.1%","97.8%","33.4","3.6","5.2%","0.1%","85.9%"
"33334","30,741","28.8%","8,859","$49,614","$235,189","6,420","4.8","41.8","15,541","4,061","7,984","516","60","55.2%","44.8%","113.3","16.9%","26.7%","8.8%","83.1%","25.0","2.4","9.1%","5.4%","71.1%"
"33351","35,893","37.9%","13,589","$56,786","$180,915","6,231","5.8","35.5","10,604","11,032","8,457","1,642","69","45.8%","54.2%","111.9","12.2%","27.7%","8.1%","88.9%","29.6","3.0","9.6%","2.7%","78.9%"
"33388",,,,,,,,,,,,,,,,,,,,,,,,,
"33394",,,,,,,,,,,,,,,,,,,,,,,,,
"33441","27,345","22.8%","6,246","$44,114","$207,442","5,642","4.8","42.6","13,903","8,471","3,303","276","36","50.6%","49.4%","113.3","18.0%","25.9%","7.2%","83.9%","24.5","2.4","11.2%","1.6%","76.5%"
"33442","29,610","29.0%","8,587","$44,775","$125,087","4,413","6.7","50.7","20,587","2,222","3,884","542","24","45.0%","55.0%","111.8","12.9%","30.4%","10.4%","92.8%","23.9","2.1","7.8%","0.1%","84.2%"
