"zip_code","population","foreign_born_pct","foreign_born","median_household_income","median_home_price","population_density","land_area","median_age","white","black","hispanic","asian","native_american","male_pct","female_pct","cost_of_living_index","poverty","bachelors_degree","graduate_degree","hs_diploma","mean_travel_to_work","household_size","transport_carpool","transport_bus_trolley","transport_auto_alone"
"32225","54,313","11.6%","6,302","$68,896","$199,117","2,055","26.4","38.3","33,849","8,805","4,301","3,653","155","49.2%","50.8%","89.1","6.1%","33.3%","10.5%","94.6%","25.7","2.7","6.6%","0.6%","86.1%"
"32226","16,817","5.5%","927","$76,221","$196,787","197","85.5","35.6","11,847","1,997","916","572","59","47.8%","52.2%","90.6","7.6%","26.5%","8.6%","89.4%","27.8","3.0","9.6%","0.0%","83.8%"
"32227","2,554","5.8%","148","$46,711",,"2,024","1.3","22.2","1,315","369","304","52","7","66.3%","33.7%","91.0","8.7%","24.0%","7.8%","97.8%","9.5","4.0","8.3%","Means of transportation to work - Bus or trolley bus (%","27.6%"
"32228","399","8.1%","32",,,"3,083","0.1","22.5",,,,,,"88.8%","11.2%","81.5",,"14.3%","0.0%","99.1%",,,"6.2%","Means of transportation to work - Bus or trolley bus (%","27.6%"
"32233","25,110","6.5%","1,637","$58,711","$250,062","2,464","10.2","37.7","16,893","3,407","1,869","588","130","53.8%","46.2%","90.4","11.5%","33.0%","12.1%","91.5%","25.4","2.5","8.6%","1.0%","74.9%"
"32234","6,187","1.6%","96","$51,592","$118,427","48","129.5","36.0","5,822","464","137","23","34","51.8%","48.2%","82.1","13.2%","9.0%","1.7%","80.9%","38.0","2.9","11.7%","0.2%","80.6%"
"32244","61,564","10.6%","6,526","$50,536","$118,649","2,610","23.6","33.0","27,283","18,832","6,059","3,089","239","48.5%","51.5%","87.8","16.0%","20.5%","5.2%","88.0%","28.7","2.9","10.4%","1.5%","82.3%"
"32246","52,338","18.2%","9,502","$53,162","$155,942","2,764","18.9","33.0","28,255","7,699","6,346","4,593","136","47.8%","52.2%","89.1","15.4%","30.6%","7.9%","89.2%","23.2","2.7","6.9%","1.8%","83.1%"
"32250","26,611","7.1%","1,878","$67,389","$312,661","3,090","8.6","43.7","22,023","929","1,399","435","68","51.4%","48.6%","91.0","7.8%","46.9%","17.3%","97.6%","23.8","2.1","6.4%","1.5%","78.6%"
"32254","13,227","3.8%","497","$27,793","$77,694","1,068","12.4","35.8","4,573","8,034","514","77","68","46.4%","53.6%","87.9","31.9%","5.2%","0.9%","73.9%","25.5","2.8","14.0%","4.4%","72.0%"
"32256","42,996","19.6%","8,411","$57,388","$274,702","679","63.4","34.1","23,805","5,235","3,612","4,591","111","46.9%","53.1%","91.1","9.4%","51.5%","20.9%","96.7%","20.7","2.2","7.7%","0.2%","84.1%"
"32257","38,035","15.3%","5,826","$54,151","$186,798","3,114","12.2","40.0","26,391","4,175","3,549","1,319","109","47.3%","52.7%","89.0","9.3%","35.6%","10.9%","94.2%","23.8","2.4","8.4%","1.2%","81.1%"
"32258","29,268","16.2%","4,749","$83,800","$220,428","1,565","18.7","37.5","19,091","2,451","2,063","2,393","54","49.6%","50.4%","89.4","3.1%","47.1%","16.2%","96.6%","25.8","2.6","10.7%","0.1%","79.0%"
"32266","6,914","3.9%","272","$77,368","$376,037","2,965","2.3","42.2","6,464","84","278","58","23","47.2%","52.8%","91.7","7.8%","49.0%","20.1%","99.5%","25.8","2.3","6.0%","0.6%","81.8%"
"32277","29,055","10.6%","3,065","$43,979","$155,276","4,055","7.2","35.2","14,433","10,709","2,537","919","90","47.8%","52.2%","88.9","13.1%","24.5%","5.7%","92.1%","24.0","2.5","10.3%","1.9%","80.5%"
